"id","name","severity","state","version","createdDate","modifiedUserId","lastUpdated","isDeleted","alertType","entityId","customerId","siteId","stationId","attributes"
"7ab3db5e-6cd9-41c8-bf13-8518f64fcba3","deviceDisconnection Alert for #3 - CSDX165","40","activated",3,"2022-08-11 19:05:47.336219","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:24.035085",False,"deviceDisconnection","0787b577-d026-42f6-9b76-698f20a70e27","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"f5b14818-9050-45b7-8877-a1302d416f54","deviceDisconnection Alert for #6 - Compair L75RS","40","activated",3,"2022-08-11 19:05:49.222291","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:59.013681",False,"deviceDisconnection","565f3cdc-6e5e-4bf3-9692-2cc603bb73db","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"edd33dfc-1425-4652-b6b6-e019d26d17b1","deviceDisconnection Alert for #5 - Compair L75RS","40","activated",3,"2022-08-11 19:05:48.415172","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:10.686438",False,"deviceDisconnection","2ac13ed6-2662-45d4-9810-db4dd6731dc1","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"8d278655-8d38-41a3-b088-0c7eb5bc731c","deviceDisconnection Alert for #8 - Kaeser BSD 83","40","activated",3,"2022-08-11 19:05:49.458329","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:45.927861",False,"deviceDisconnection","ba7d1434-6ec2-416d-8437-c5981b192056","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"986559e6-b4f6-4c55-ba2f-54cb465c7223","deviceDisconnection Alert for #9 - Ekomak 75","40","activated",3,"2022-08-11 19:05:49.820642","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:41.88198",False,"deviceDisconnection","ec59ee38-603a-40ff-b257-0a3f683c3801","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"ebfa3cb3-56d1-4089-beae-113b26463f82","deviceDisconnection Alert for Comp 8 Flow","40","activated",3,"2022-08-10 06:49:14.785498","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:09.03196",False,"deviceDisconnection","82aeabf0-154a-49a9-9df9-95a38b471642","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"6ead411d-60a3-4095-ae51-d572ef5c40bb","deviceDisconnection Alert for Comp 4 Flow","40","activated",3,"2022-08-10 06:49:14.558151","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:24.608956",False,"deviceDisconnection","0c593a4f-928a-4e53-9b5c-c2b6fda77af5","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"0c4c85d1-d998-4f02-b7a6-20e96b4de30e","deviceDisconnection Alert for New ink flow","40","activated",3,"2022-08-10 06:49:16.120623","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:23:43.16672",False,"deviceDisconnection","c5f86ef1-4618-44e2-b738-459be3f90b5e","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"26baafea-3597-4ce5-8d5a-f99446103e44","deviceDisconnection Alert for Comp 6 Flow","40","activated",3,"2022-08-10 06:49:14.796285","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:00.328413",False,"deviceDisconnection","54476e85-95ca-499a-b6a3-6ef469a9a13b","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"cd35b62d-3636-463d-9562-deb983971988","deviceDisconnection Alert for Systems Valve","40","activated",3,"2022-08-10 06:49:15.801375","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:28.773327",False,"deviceDisconnection","3d7c8120-61db-4886-b943-8bf776b76955","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
